,id,gnaf_address_id,street,suburb,postcode,state_code,latitude,longitude,type,land_sqm,bed,bath,car,floorplan,Unnamed: 0,Beds,Baths,Car,Lot,Valuation,SateType1,SaleType2,DateSold1,DateSold2,SoldPrice1,SoldPrice2,Picture,Blob,Street_Numb,Street_Name,Street_Suff
175,37146,1688975,31 Stainsby Avenue,Kings Langley,2147,NSW,-33.755747,150.946547,house,696,2,2,2,TRUE,175,4,2,2,705,"$962,500",Private Sale            , ,Jun-91, ,"$200,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/QQXx0AUywAH3lSjvYfy7oQYl3maRmWBvEOASJyCMir01/31-stainsby-avenue-kings-langley-nsw-2147_img0.jpg,"31 Stainsby Avenue is a house in Kings Langley with 4 bedrooms and 2 bathrooms. Its postcode is 2147. The block size of this property is 705 square metres. When it last sold in June 1991, it went for $200,000. ",31,Stainsby,Avenue
176,128467,1700820,2 Greenmeadows Crescent,Toongabbie,2146,NSW,-33.783863,150.957848,house,558,1,1,1,TRUE,176,3,1,1,559,"$741,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/d_-gPh62R61MleDf87YOcNryW8r4eFZR1C8L93j0zJ81/2-greenmeadows-crescent-toongabbie-nsw-2146_img0.jpg,The size of this block is 559 sqm. ,2,Greenmeadows,Crescent
177,1475364,1777341,16 Bernice Street,Seven Hills,2147,NSW,-33.760941,150.948199,house,556,1,1,0,TRUE,177,2,1,0,556,"$624,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/94yXeGKDijAa_b1skxvmZ99_IhA2XN37Wu9CX4kNYeM1/16-bernice-street-seven-hills-nsw-2147_img0.jpg,"16 Bernice Street, Seven Hills 2147 NSW is a house. This property has 2 bedrooms and 1 bathroom. The land area of this property is 556 sqm. According to our data, this last sold for $335,000 in September 2011. ",16,Bernice,Street
184,3472369,1841818,18 Francine Street,Seven Hills,2147,NSW,-33.7669,150.93547,house,777,1,1,3,TRUE,184,3,1,3,773,"$665,000", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/2eoJ-GeRWQ0UdZObyeggzXRM7t5ViT2JuMOKTBl_ZA41/18-francine-street-seven-hills-nsw-2147_img0.jpg,This is a house in Seven Hills with 3 bedrooms and 1 bathroom. Its postcode is 2147. Its land area is 773 square metres. ,18,Francine,Street
186,4108691,1889005,12 Sparkle Avenue,Blacktown,2148,NSW,-33.780823,150.89072,house,,1,1,2,FALSE,186,6,1,2,654,"$766,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/BcUNjz3a9EhsEEDrS-42oFte0FY1ZxMKHm7YnL8PEU01/12-sparkle-avenue-blacktown-nsw-2148_img0.jpg,"12 Sparkle Avenue, Blacktown 2148 NSW is a house. It has 6 bedrooms and 1 bathroom. This property is on a 654 square metre block of land. ",12,Sparkle,Avenue
188,845505,1906062,45 Budgeree Road,Toongabbie,2146,NSW,-33.788425,150.95413,house,,3,3,1,TRUE,188,0,0,0,0,"$703,333", , , , , , ,https://p360images.realestateview.com.au/default/45-budgeree-road-toongabbie-nsw-2146-xl,"45 Budgeree Road, Toongabbie 2146 NSW is a house. This property has 4 bedrooms and 2 bathrooms. ",45,Budgeree,Road
189,1948609,1934506,173 Lucas Road,Lalor Park,2147,NSW,-33.76663,150.92393,house,765,1,1,4,TRUE,189,3,1,4,765,"$679,333",Private Sale            ,Private Sale            ,Oct-00,Jun-95,"$196,000","$105,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/iP9OXFyX3NHs2n8w6RYVR7dbSWajB3LChbQ5W7y865I1/173-lucas-road-lalor-park-nsw-2147_img0.jpg,"173 Lucas Road, Lalor Park 2147 NSW is a house. It has 3 bedrooms and 1 bathroom. Its land area is 765 square metres. This house previously sold for $196,000 in October 2000. ",173,Lucas,Road
199,1743759,2113876,10 Harvey Place,Toongabbie,2146,NSW,-33.790782,150.94869,house,,3,3,2,TRUE,199,4,3,2,449,"$871,667",Private Sale            , ,May-10, ,"$635,000", ,https://p360images.realestateview.com.au/default/10-harvey-place-toongabbie-nsw-2146-xl,"10 Harvey Place is a house in Toongabbie with 4 bedrooms and 3 bathrooms. Its postcode is 2146. It is on a block of land that is 449 sqm. According to our data, this last sold for $635,000 in May 2010. ",10,Harvey,Place
202,68462,2132476,62 Western Crescent,Blacktown,2148,NSW,-33.780318,150.898674,house,609,1,1,3,TRUE,202,3,1,3,609,"$622,167", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/1BkBa_-uxcs7r75je7MyM3M4ocRBwX8N63ZQlX8dd2k1/62-western-crescent-blacktown-nsw-2148_img0.jpg,62 Western Crescent is a house in Blacktown with 3 bedrooms and 1 bathroom. Its postcode is 2148. This is on a 609 sqm block of land. ,62,Western,Crescent
203,378946,2146540,3 Alison Street,Seven Hills,2147,NSW,-33.770424,150.92754,house,746,1,1,2,TRUE,203,4,1,2,0,"$760,000",Private Sale            ,Private Sale            ,Aug-96,Nov-93,"$149,000","$145,000",https://p360images.realestateview.com.au/default/3-alison-street-seven-hills-nsw-2147-xl,"3 Alison Street, Seven Hills 2147 NSW is a house. It has 4 bedrooms and 1 bathroom. The block size is 750 sqm. Our records show that this was last sold in 1996 for $149,000. ",3,Alison,Street
204,3964096,2150074,6 Nerada Street,Blacktown,2148,NSW,-33.773968,150.89717,house,554,2,2,1,FALSE,204,3,2,1,554,"$674,000",Private Sale            ,Private Sale            ,Jun-14,Jun-97,"$547,000","$140,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/28cDz7xTaMBLvLrjEKLlno6r0G3WqDmANevOofYwTUA1/6-nerada-street-blacktown-nsw-2148_img0.jpg,"6 Nerada Street is a house in Blacktown with 3 bedrooms and 2 bathrooms. Its postcode is 2148. The land area is 554 square metres. The last time this property sold was in February 2015 for $548,000. ",6,Nerada,Street
206,3964120,2154371,4 Mary Street,Blacktown,2148,NSW,-33.759357,150.89359,house,556,1,1,2,FALSE,206,3,1,1,0,"$531,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/31cweRu_-fVsZaXFouW3mEMibJZLtOkntZIFqltYJGM1/4-mary-street-blacktown-nsw-2148_img1.jpg,"4 Mary Street is a house in Blacktown with 3 bedrooms and 1 bathroom. Its postcode is 2148. This is on a 565 sqm block of land and the ground is level. It last sold in 2016 for $661,000. ",4,Mary,Street
211,123972,2186505,1 Meckiff Avenue,North Rocks,2151,NSW,-33.77937,151.023609,house,695,4,3,4,TRUE,211,4,3,3,668,"$1,475,167",Private Sale            , ,Jul-15, ,"$1,250,000", ,https://p360images.realestateview.com.au/default/1-meckiff-avenue-north-rocks-nsw-2151-xl,"1 Meckiff Avenue, North Rocks 2151 NSW is a house. It has 4 bedrooms and 3 bathrooms. The land area of this property is 668 sqm. This last sold for $1,250,000 in July 2015. ",1,Meckiff,Avenue
213,2316300,2201354,90 Lucas Road,Seven Hills,2147,NSW,-33.767648,150.927244,house,,1,1,1,TRUE,213,0,0,0,581,"$665,000", , , , , , ,https://p360images.realestateview.com.au/default/90-lucas-road-seven-hills-nsw-2147-xl,"This is a house in Seven Hills, 2147 with 3 bedrooms and 1 bathroom. This property is on a 581 square metre block of land. ",90,Lucas,Road
214,4169258,2226590,36A Toongabbie Road,Toongabbie,2146,NSW,-33.790577,150.94861,house,260,2,2,2,TRUE,214,3,2,1,262,"$652,500",Private Sale            , ,May-13, ,"$556,000", ,https://p360images.realestateview.com.au/default/-xl,"36A Toongabbie Road, Toongabbie 2146 NSW is a unit. It has 3 bedrooms and 2 bathrooms. This unit last sold for $556,000 in May 2013. ",36A,Toongabbie,Road
215,487083,2237918,2 Cartwright Crescent,Lalor Park,2147,NSW,-33.760686,150.937311,house,619,3,3,3,TRUE,215,4,3,3,610,"$816,333", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/1CD7dw68kJ3mZr59L8KPY37UBY7z5_vnP16WdiJmbtA1/2-cartwright-crescent-lalor-park-nsw-2147_img0.jpg,"This is a house in Lalor Park, 2147 with 4 bedrooms and 3 bathrooms. The size of this block is 610 sqm. ",2,Cartwright,Crescent
216,3340471,2243679,79 Joseph Street,Blacktown,2148,NSW,-33.784364,150.902796,house,,2,2,1,TRUE,216,0,0,0,0,"$525,000", , , , , , ,https://p360images.realestateview.com.au/default/79-joseph-street-blacktown-nsw-2148-xl,This is on a 554 sqm block of land. ,79,Joseph,Street
217,974895,2244668,44 Derwent Parade,Blacktown,2148,NSW,-33.778294,150.88947,house,1252,2,2,3,FALSE,217,4,2,1,1259,"$795,833", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/hXKl-O0sVoYLo2pFGb8McS9qQZIliR4tXSZgmfqS9eY1/44-derwent-parade-blacktown-nsw-2148_img0.jpg,"This is a house in Blacktown, 2148 with 4 bedrooms and 2 bathrooms. Its block size is 1259 sqm. ",44,Derwent,Parade
220,1885279,2276344,50 Whitby Road,Kings Langley,2147,NSW,-33.74914,150.94115,house,690,2,2,2,TRUE,220,3,2,2,712,"$863,333",Private Sale            ,Private Sale            ,Oct-10,Mar-99,"$515,000","$226,000",https://p360images.realestateview.com.au/default/50-whitby-road-kings-langley-nsw-2147-xl,"50 Whitby Road is a house in Kings Langley with 3 bedrooms and 2 bathrooms. Its postcode is 2147. Its block size is 712 sqm. The last time this property sold was in October 2010 for $515,000. ",50,Whitby,Road
222,1461474,2297209,5 May Walk,Lalor Park,2147,NSW,-33.760822,150.93562,house,626,1,1,1,TRUE,222,3,1,1,626,"$665,000",Private Sale            , ,Sep-12, ,"$355,000", ,https://p360images.realestateview.com.au/default/5-may-walk-lalor-park-nsw-2147-xl,"This is a house in Lalor Park with 3 bedrooms and 1 bathroom. Its postcode is 2147. The block size of this property is 626 sqm. Our records show that this was last sold in September 2012 for $355,000. ",5,May,Walk
223,4088858,2301340,6 Blain Street,Toongabbie,2146,NSW,-33.792482,150.958854,house,556,1,1,0,TRUE,223,4,1,0,563,"$810,017",Auction            , ,Jun-18, ,"$675,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/tcBJidpfRWtcQNjsQdjYOA7xhwm11jM0KwTNBwk2S3M1/6-blain-street-toongabbie-nsw-2146_img0.jpg,"6 Blain Street is a house in Toongabbie with 4 bedrooms and 1 bathroom. Its postcode is 2146. Its land area is 563 square metres. In June 2018 it sold for $675,000. ",6,Blain,Street
224,216225,2316364,52 Wall Park Avenue,Seven Hills,2147,NSW,-33.777084,150.9272,house,613,2,2,2,TRUE,224,4,2,2,562,"$754,600", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/SXn1v1HC_ZdeQzweOllD_MUByd6Yvegb9b19n9Xg-_A1/52-wall-park-avenue-seven-hills-nsw-2147_img0.jpg,"52 Wall Park Avenue, Seven Hills 2147 NSW is a house. This property has 3 bedrooms and 1 bathroom. This property is on a 604 square metre block of land. Last time it sold was for $592,000, which was in 2017. ",52,Wall Park,Avenue
226,2238936,2349646,88A Isabella Street,North Parramatta,2151,NSW,-33.803994,151.020556,house,,2,2,2,TRUE,226,4,2,2,0,"$788,667",Private Sale            ,Private Sale            ,Sep-07,Sep-03,"$422,000","$460,500",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/KPh0i-yy8pVJX-nI9fUoIubbdC6w8PFP4pXxsO5g97w1/88a-isabella-street-north-parramatta-nsw-2151_img0.jpg,"This is a unit in North Parramatta with 4 bedrooms and 2 bathrooms. Its postcode is 2151. 88A Isabella Street last sold for $422,000 in September 2007. ",88A,Isabella,Street
233,591706,2390269,45 Duckmallois Ave,Blacktown,2148,NSW,-33.783071,150.909404,house,561,1,1,1,FALSE,233,3,1,1,561,"$597,167",Private Sale            ,Private Sale            ,Jan-11,Jan-07,"$355,000","$294,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/B3iKkdY24rWZxslE9Wvz8D4hQzoYJiQjiFkyFsfAxSg1/45-duckmallois-avenue-blacktown-nsw-2148_img0.jpg,"45 Duckmallois Avenue, Blacktown 2148 NSW is a house. It has 3 bedrooms and 1 bathroom. The block size of this property is 561 sqm. This house last sold for $355,000 in January 2011. ",45,Duckmallois,Avenue
235,324077,2409525,3 Jean Street,North Rocks,2151,NSW,-33.789912,151.002488,house,,1,1,3,TRUE,235,3,1,1,654,"$911,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/V0RkdDkikGX1K8cRnGlBbtDIGZBHaPliKwX9PVUtChI1/3-jean-street-north-rocks-nsw-2151_img0.jpg,"3 Jean Street, North Rocks 2151 NSW is a house. It has 3 bedrooms and 1 bathroom. The size of this block is 653 square metres. ",3,Jean,Street
236,446435,2421404,4 Gardenset Grove,Blacktown,2148,NSW,-33.793095,150.90002,house,516,2,2,2,FALSE,236,4,2,2,516,"$704,600", ,Private Sale            , ,May-13, ,"$565,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/yg0j0XzlhPUlEqCEluNkalajlz7qzvmtTlgtV4jT5Gc1/4-gardenset-grove-blacktown-nsw-2148_img0.jpg,"4 Gardenset Grove, Blacktown 2148 NSW is a house. It has 4 bedrooms and 2 bathrooms. The block size is 516 sqm. This house previously sold for $565,000 in May 2013. ",4,Gardenset,Grove
240,2017878,2451658,164 Lucretia Road,Seven Hills,2147,NSW,-33.78424,150.92636,house,556,1,1,1,TRUE,240,3,1,1,559,"$698,333",Private Sale            , ,May-13, ,"$462,000", ,https://p360images.realestateview.com.au/default/164-lucretia-road-seven-hills-nsw-2147-xl,"164 Lucretia Road, Seven Hills 2147 NSW is a house. It has 3 bedrooms and 1 bathroom. The land area of this property is 559 sqm. The last time this property sold was in 2013 for $462,000. ",164,Lucretia,Road
249,4149616,2559604,55 Brabyn Street,North Parramatta,2151,NSW,-33.80385,151.01706,house,442,1,1,1,TRUE,249,2,1,0,455,"$1,013,333", , , , , , ,https://p360images.realestateview.com.au/default/55-brabyn-street-north-parramatta-nsw-2151-xl,Its block size is 455 square metres. ,55,Brabyn,Street
258,1456833,2727588,94 Cornelia Road,Toongabbie,2146,NSW,-33.789753,150.93982,house,706,1,1,1,TRUE,258,0,0,0,0,"$650,000", , , , , , ,https://p360images.realestateview.com.au/default/94-cornelia-road-toongabbie-nsw-2146-xl,"94 Cornelia Road, Toongabbie 2146 NSW is a house with 3 bedrooms and 1 bathroom. Its block size is 706 square metres. ",94,Cornelia,Road
259,2296190,2738857,17 Kent Street,Blacktown,2148,NSW,-33.764202,150.89978,house,,1,1,2,FALSE,259,3,1,2,633,"$621,167", ,Auction            , ,Apr-17, ,"$725,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/5S3qxOZ9LIj0l5UR4Z8VUSbk1NBYwp9SBgchzUh3GYM1/17-kent-street-blacktown-nsw-2148_img0.jpg,This is a house in Blacktown with 3 bedrooms and 1 bathroom. Its postcode is 2148. Its block size is 633 sqm. ,17,Kent,Street
262,37141,2761728,318 Seven Hills Road,Kings Langley,2147,NSW,-33.760523,150.95279,house,929,1,1,2,TRUE,262,3,1,2,928,"$679,333",Private Sale            , ,Apr-08, ,"$367,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/z34aJYaFhi9W2zIE9vqW4v9ecWbNHVTNWhS8f_rm_ho1/318-seven-hills-road-kings-langley-nsw-2147_img0.jpg,"This is a house in Kings Langley, 2147 with 3 bedrooms and 1 bathroom. Its land area is 928 sqm. Last time it sold, it went for $367,000, which was in 2008. ",318,Seven Hills,Road
265,4150287,2774621,45 Mill Drive,North Rocks,2151,NSW,-33.762955,151.0162,house,766,1,1,2,TRUE,265,3,1,2,764,"$1,081,667", ,Private Sale            , ,Aug-10, ,"$612,000",https://p360images.realestateview.com.au/default/45-mill-drive-north-rocks-nsw-2151-xl,"This is a house in North Rocks, 2151 with 3 bedrooms and 1 bathroom. Its block size is 764 sqm. According to our data, 45 Mill Drive was last sold for $612,000 in August 2010. ",45,Mill,Drive
266,4147624,2797324,10 Wattle Street,Blacktown,2148,NSW,-33.766144,150.88905,house,562,2,2,3,TRUE,266,4,2,3,564,"$718,109", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/J7aOnVgsU9_d88IdPPeUqMdoWipOkXyCYymkj9Kh2uQ1/10-wattle-street-blacktown-nsw-2148_img0.jpg,"10 Wattle Street, Blacktown 2148 NSW is a house with 4 bedrooms and 2 bathrooms. The block size is 564 sqm. ",10,Wattle,Street
268,1233297,2798247,6 Burrell Parade,Blacktown,2148,NSW,-33.77895,150.88838,house,550,1,1,1,FALSE,268,3,1,4,553,"$602,333",Private Sale            ,Private Sale            ,Mar-16,Oct-13,"$545,000","$385,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/lGo4c566rCQweFtwSE6z67f_ymKQLmn7JnguxDVCX-s1/6-burrell-parade-blacktown-nsw-2148_img0.jpg,"6 Burrell Parade, Blacktown 2148 NSW is a house. This property has 3 bedrooms and 1 bathroom. The land area of this property is 553 sqm. In January 2016 this sold for $545,000. ",6,Burrell,Parade
269,1495440,2798363,33 Burke Road,Lalor Park,2147,NSW,-33.763659,150.934035,house,581,1,1,2,TRUE,269,3,1,2,582,"$665,000", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/us-5ZhJyDhRH9-xdqdjJSMSD7-k24n2ZU0DwojbNNEQ1/33-burke-road-lalor-park-nsw-2147_img0.jpg,33 Burke Road is a house in Lalor Park with 3 bedrooms and 1 bathroom. Its postcode is 2147. It is on a block of land that is 582 sqm. ,33,Burke,Road
270,124447,2798915,7 Arjez Place,Marayong,2148,NSW,-33.746608,150.894915,house,562,2,2,1,TRUE,270,3,2,1,669,"$679,167", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/rfYtM1MVd8HPofIMCml3fhzo2zxEgTFTJyCCgzATEvY1/7-arjez-place-marayong-nsw-2148_img0.jpg,"7 Arjez Place, Marayong 2148 NSW is a house with 3 bedrooms and 2 bathrooms. It has brick veneer walls. The land area is 669 square metres. ",7,Arjez,Place
271,68424,2829060,33 Allen Road,Blacktown,2148,NSW,-33.754462,150.919256,house,,2,2,2,FALSE,271,5,2,2,551,"$790,000", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/42SSmayhHRa7HeKGojskL0xrPU5gzMCuHWxwPMt5f5o1/33-allen-road-blacktown-nsw-2148_img0.jpg,"This is a house in Blacktown, 2148 with 5 bedrooms and 2 bathrooms. The block size is 556 square metres. When it last sold in 2011, it went for $320,000. ",33,Allen,Road
279,2265610,2902929,1 Jura Place,Seven Hills,2147,NSW,-33.789314,150.92462,house,,2,2,1,TRUE,279,3,2,1,557,"$722,000", ,Private Sale            , ,Feb-16, , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/f0A8TZT0wxUEc-sT-yTsreOAiOjos4VW_r-M9QNIRxg1/1-jura-place-seven-hills-nsw-2147_img0.jpg,"1 Jura Place, Seven Hills 2147 NSW is a house. This property has 3 bedrooms and 2 bathrooms. The block size is 557 sqm. It was last sold in February 2016 for $740,000. ",1,Jura,Place
281,3540850,2921295,30 Shanke Crescent,Kings Langley,2147,NSW,-33.74305,150.93002,house,450,2,2,2,TRUE,281,4,2,2,450,"$958,333",Private Sale            , ,Aug-09, ,"$272,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/pNsikQq2f4GmB342Q54m4XvpL2eHgzUwMmZP-SALe801/30-shanke-crescent-kings-langley-nsw-2147_img0.jpg,"This is a house in Kings Langley, 2147 with 4 bedrooms and 2 bathrooms. This property is on a 450 square metre block of land. It was last sold in August 2009 for $272,000. ",30,Shanke,Crescent
282,3472368,2931688,9 Ruby Place,Seven Hills,2147,NSW,-33.78739,150.92471,house,645,1,1,2,TRUE,282,3,1,1,648,"$680,000",Private Sale            ,Private Sale            ,Jan-00,May-97,"$202,000","$155,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/yBzr6Vh94WqMiu9Eten2u_rZkJc-4Zcvx5hZcIEqZow1/9-ruby-place-seven-hills-nsw-2147_img0.jpg,"9 Ruby Place, Seven Hills 2147 NSW is a house. It has 3 bedrooms and 1 bathroom. Its block size is 648 sqm. When it last sold in 2000, it went for $202,000. ",9,Ruby,Place
283,216242,2933034,11 Haynes Avenue,Seven Hills,2147,NSW,-33.76858,150.92815,house,,2,2,1,FALSE,283,4,2,1,745,"$784,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/uDMtnY2hvSBgCmXX-YRXbH2QphHM0zy6SygqZTTkZMc1/11-haynes-avenue-seven-hills-nsw-2147_img0.jpg,"11 Haynes Avenue, Seven Hills 2147 NSW is a house. This property has 4 bedrooms and 2 bathrooms. It is on a block of land that is 745 square metres. The last time this property sold was in April 2017 for $715,000. ",11,Haynes,Avenue
285,4077250,2939948,30 Jean Street,Seven Hills,2147,NSW,-33.772499,150.929251,house,664,1,1,2,TRUE,285,3,1,2,672,"$754,667", ,Private Sale            , ,Jun-01, ,"$7,170",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/LVAtN9cAqRjC0wDl7hooUZWI_j48PXBkf9ujLgKYRJo1/30-jean-street-seven-hills-nsw-2147_img0.jpg,"30 Jean Street, Seven Hills 2147 NSW has 3 bedrooms and 1 bathroom. It is a house with brick veneer walls. It is on a block of land that is 672 sqm. It last sold in 2018 for $780,000. ",30,Jean,Street
